company_id,type,rule_id,text,confidence_pct
BHARTIARTL,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
BHARTIARTL,con,CON-01,Debt-to-equity ratio of 2.61 is elevated for a non-financial company and warrants monitoring,63.047361986952154
BHARTIARTL,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
BHEL,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
BHEL,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
BHEL,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.0
BHEL,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
BHEL,pro,PRO-FALLBACK,Company reported a positive return on equity of 1.2% in the latest year,65.0
BOSCHLTD,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
BOSCHLTD,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
BOSCHLTD,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
BOSCHLTD,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
BOSCHLTD,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
BOSCHLTD,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75.0
BOSCHLTD,con,CON-FALLBACK,No major financial red flags identified in the latest year; standard sector risks such as competitive intensity and regulatory changes still apply,61.0
BPCL,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.79069872974655
BPCL,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
BPCL,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73.06304880261565
BPCL,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
BPCL,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75.0
BPCL,con,CON-FALLBACK,No major financial red flags identified in the latest year; standard sector risks such as competitive intensity and regulatory changes still apply,61.0
BRITANNIA,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,99.64951626661454
BRITANNIA,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
BRITANNIA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
BRITANNIA,con,CON-FALLBACK,No major financial red flags identified in the latest year; standard sector risks such as competitive intensity and regulatory changes still apply,61.0
CANBK,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,63.17561078322378
CANBK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,76.75390656810141
CANBK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
CANBK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98.4206382524911
CANBK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
CANBK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
CANBK,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
CANBK,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
CANBK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
CANBK,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
CHOLAFIN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.93916480497526
CHOLAFIN,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,63.101028022752175
CHOLAFIN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,63.36341725167208
CHOLAFIN,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
CHOLAFIN,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,67.27523876455794
CHOLAFIN,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
CHOLAFIN,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85.0
CHOLAFIN,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
CHOLAFIN,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
CHOLAFIN,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
CHOLAFIN,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
CIPLA,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
CIPLA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
CIPLA,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,62.72683484800089
CIPLA,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
CIPLA,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,66.83254460856598
CIPLA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
CIPLA,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,75.0
CIPLA,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
COALINDIA,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.86298025999781
COALINDIA,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
COALINDIA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
COALINDIA,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
COALINDIA,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,61.851518569430034
COALINDIA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
COALINDIA,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
COALINDIA,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
DABUR,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
DABUR,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
DABUR,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
DABUR,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
DIVISLAB,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,63.17080943275972
DIVISLAB,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
DIVISLAB,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
DIVISLAB,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
DLF,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
DLF,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,68.04807841916913
DLF,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
DLF,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
DLF,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
DLF,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.0
DMART,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,65.48312440202781
DMART,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,62.966989965207034
DMART,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
DMART,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,67.7403378214513
DMART,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
DMART,con,CON-FALLBACK,No major financial red flags identified in the latest year; standard sector risks such as competitive intensity and regulatory changes still apply,61.0
DRREDDY,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
DRREDDY,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,63.32101674342223
DRREDDY,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,63.39250464543747
DRREDDY,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
DRREDDY,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,68.84240955838754
DRREDDY,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
DRREDDY,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
DRREDDY,con,CON-FALLBACK,No major financial red flags identified in the latest year; standard sector risks such as competitive intensity and regulatory changes still apply,61.0
EICHERMOT,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
EICHERMOT,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,61.17924528301887
EICHERMOT,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
EICHERMOT,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
EICHERMOT,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
EICHERMOT,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
EICHERMOT,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
GAIL,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
GAIL,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
GODREJCP,con,CON-04,Company reported a net loss in the most recent financial year,95.0
GODREJCP,pro,PRO-FALLBACK-GENERIC,"Company is a constituent of the Nifty 100 index, reflecting its scale and market significance",61.0
GRASIM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,69.31424972932857
GRASIM,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,72.73084445875398
GRASIM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
GRASIM,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
GRASIM,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
GRASIM,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
GRASIM,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
HAL,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
HAL,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,67.08913465652876
HAL,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,66.48527056305298
HAL,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
HAL,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,71.63896760913802
HAL,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
HAL,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
HAL,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
HAVELLS,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
HAVELLS,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
HAVELLS,con,CON-FALLBACK,No major financial red flags identified in the latest year; standard sector risks such as competitive intensity and regulatory changes still apply,61.0
HCLTECH,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,62.51751987999292
HCLTECH,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
HCLTECH,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
HCLTECH,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
HCLTECH,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
HDFCBANK,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.95098428169122
HDFCBANK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,96.41252040373843
HDFCBANK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,63.86506357287907
HDFCBANK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,60.424788082530824
HDFCBANK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
HDFCBANK,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
HDFCBANK,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90.0
HDFCBANK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.0
HDFCBANK,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
HDFCLIFE,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.16813430936688
HDFCLIFE,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HDFCLIFE,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
HDFCLIFE,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
HDFCLIFE,con,CON-FALLBACK,No major financial red flags identified in the latest year; standard sector risks such as competitive intensity and regulatory changes still apply,61.0
HEROMOTOCO,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
HEROMOTOCO,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HEROMOTOCO,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
HEROMOTOCO,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
HEROMOTOCO,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
HEROMOTOCO,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.0
HINDALCO,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HINDALCO,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
HINDALCO,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
HINDALCO,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,80.0
HINDUNILVR,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
HINDUNILVR,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HINDUNILVR,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.0
HINDUNILVR,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
HINDUNILVR,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,75.0
HINDUNILVR,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
ICICIBANK,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,62.25086850260209
ICICIBANK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,97.41380175029464
ICICIBANK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,91.94877118224903
ICICIBANK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
